Size,Time
1000000,0.000278
40960000,0.000286
80920000,0.000246
120880000,0.000238
160840000,0.000263
200800000,0.000261
240760000,0.00026
280720000,0.000259
320680000,0.000254
360640000,0.000256
400600000,0.00028
440560000,0.000272
480520000,0.00027
520480000,0.000271
560440000,0.000269
600400000,0.000268
640360000,0.000274
680320000,0.00027
720280000,0.000267
760240000,0.00027
800200000,0.000274
840160000,0.000266
880120000,0.000268
920080000,0.00027
960040000,0.000271
